Title,Author,Year,DOI,Venue,Link,Publisher,Abstract,Basic-Testing4Quantum?,Basic-QSTAndEmpirical?
Mem-Transistor-Based Gaussian Error–Generating Hardware for Post-Quantum Cryptography Applications,"Kim, Moon-Seok and Rehman, Shania and Khan, Muhammad Farooq and Kim, Sungho",2025.0,https://doi.org/10.1002/qute.202400394,Advanced Quantum Technologies,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202400394,,"Abstract Quantum computing can potentially hack the information encrypted by traditional cryptographic systems, leading to the development of post-quantum cryptography (PQC) to counteract this threat. The key principle behind PQC is the “learning with errors” problem, where intentional errors make encrypted information unpredictable. Intentional errors refer to Gaussian distributed data. However, implementing Gaussian distributed errors is challenging owing to computational and memory overhead. Therefore, this study proposes a Gaussian error sampler that employs the intrinsic Gaussian properties of nanometer-scale semiconductor devices. The proposed Gaussian error sampler significantly reduces computational and memory overhead. This work comprehensively evaluates the effectiveness of the proposed device by conducting statistical normality tests and generating quantile–quantile plots. The optimal programming voltage is identified to be −5.25 V, and the experimental results confirmed the Gaussian distribution of error data generated by the proposed module, aligning closely with software-generated Gaussian distributions and distinct from uniform random distributions.",[N],N/A
Verification of Entangled States Under Noisy Measurements,"Zhang, Lan and Li, Yinfei and Liu, Ye-Chao and Shang, Jiangwei",2025.0,https://doi.org/10.1002/qute.202400575,Advanced Quantum Technologies,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202400575,,"Abstract Entanglement plays an indispensable role in numerous quantum information and quantum computation tasks, underscoring the need for efficiently verifying entangled states. In recent years, quantum state verification has received increasing attention, yet the challenge of addressing noise effects in implementing this approach remains unsolved. In this work, a systematic assessment of the performance of quantum state verification protocols is provided in the presence of measurement noise. Based on the analysis, a necessary and sufficient condition is provided to uniquely identify the target state under noisy measurements. Moreover, this work proposes a symmetric hypothesis testing verification algorithm with noisy measurements. Then, relying on \$W\$ states, a semidefinite program is demonstrated to calculate the infidelity threshold for arbitrary measurement noise. Subsequently, using a noisy nonadaptive verification strategy of Greenberger–Horne–Zeilinger and stabilizer states, the noise effects on the verification efficiency are analytically illustrated. From both analytical and numerical perspectives, this work demonstrates that the noisy verification protocol exhibits a negative quadratic relationship between the sample complexity and the infidelity. The method can be easily applied to real experimental settings, thereby demonstrating its promising prospects.",[N],N/A
Light-Cone Feature Selection for Quantum Machine Learning,"Suzuki, Yudai and Sakuma, Rei and Kawaguchi, Hideaki",2025.0,https://doi.org/10.1002/qute.202400647,Advanced Quantum Technologies,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202400647,,"Abstract Feature selection plays an essential role in improving the predictive performance and interpretability of trained models in classical machine learning. On the other hand, the usability of conventional feature selection can be limited for quantum machine learning (QML) tasks; the technique may not provide a clear interpretation on embedding quantum circuits for classical data tasks and, more importantly, is not applicable to quantum data tasks. In this work, a feature selection method is proposed with a specific focus on QML. This scheme treats the light-cones (i.e., subspace) of quantum models as features and then select relevant ones through training of the corresponding local quantum kernels. Its versatility is numerically demonstrated for four different applications using toy tasks: (1) feature selection of classical inputs, (2) circuit architecture search for data embedding, (3) compression of quantum machine learning models and (4) subspace selection for quantum data. The proposed framework paves the way toward applications of QML to practical tasks. Also, this technique could be used to practically test if the QML tasks really need quantumness, while it is beyond the scope of this work.",[N],N/A
Quantum Circuit Design using a Progressive Widening Enhanced Monte Carlo Tree Search,"Lipardi, Vincenzo and Dibenedetto, Domenica and Stamoulis, Georgios and Winands, Mark H.M.",,https://doi.org/10.1002/qute.202500093,Advanced Quantum Technologies,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202500093,,"Abstract The performance of Variational Quantum Algorithms (VQAs) strongly depends on the choice of the parameterized quantum circuit to optimize. One of the biggest challenges in VQAs is designing quantum circuits tailored to the particular problem. This article proposes a gradient-free Monte Carlo Tree Search (MCTS) technique to automate the process of quantum circuit design. Our proposed technique introduces a novel formulation of the action space based on a sampling scheme and a progressive widening technique to explore the space dynamically. When testing our MCTS approach on the domain of random quantum circuits, MCTS approximates unstructured circuits under different values of stabilizer Rényi entropy. It turns out that MCTS manages to approximate the benchmark quantum states independently from their degree of nonstabilizerness. Next, our technique exhibits robustness across various application domains, including quantum chemistry and systems of linear equations. Compared to previous MCTS research, our technique reduces the number of quantum circuit evaluations by a factor of 10 up to 100 while achieving equal or better results. In addition, the resulting quantum circuits exhibit up to three times fewer two-qubit gates, which is important for implementation on noisy quantum hardware.",[N],N/A
Analysis of the Effect of Entanglement Operators and the Scalability of Players’ Payoff Computation in N-Player Quantum Games,"Varsamis, Georgios D. and Liliopoulos, Ioannis and Mohammadbagherpoor, Hamed and Kostopoulos, Andreas K. and Milchanowski, Kristin and Karamatskos, Evangelos T. and Dimitrakis, Panagiotis and Padbury, Richard P. and Karafyllidis, Ioannis G.",,https://doi.org/10.1002/qute.202500375,Advanced Quantum Technologies,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202500375,,"Abstract Entanglement is one of the most vital resources in quantum computing. Particularly, in quantum game theory, entanglement holds significant importance since it defines the interactions and the information exchange between two or more players. In this research work, a new set of entanglement operators is introduced for N-player quantum games. This study explores how their application affects each player's behavior throughout the game. Furthermore, the entangling capabilities are tested and evaluated for a wide range of entanglement operator angles, by exploiting the Von Neumann entropy metric, both on a simulator and on a real IBM Quantum system. Their hardware efficiency, against state-of-the-art quantum games entanglement operators, is assessed in terms of circuit depths and fidelity, and showcases their great potential as multiplayer quantum games operators. Finally, three methods are compared for computing the players’ payoffs, regarding their scalability and efficiency. This study shows that in all payoff cases, the quantum game results, computed by the quantum hardware, are in accordance with the simulated ones.",[N],N/A
Explicit Formulas for Estimating Trace of Reduced Density Matrix Powers via Single-Circuit Measurement Probabilities,"Zhang, Rui-Qi and Liu, Xiao-Qi and Wang, Jing and Li, Ming and Shen, Shu-Qian and Fei, Shao-Ming",2025.0,https://doi.org/10.1002/qute.202500376,Advanced Quantum Technologies,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202500376,,"Abstract In the fields of quantum mechanics and quantum information science, the traces of reduced density matrix powers play a crucial role in the study of quantum systems and have numerous important applications. In this study, a universal framework is proposed to simultaneously estimate the traces of the 2nd to the \$n\$th powers of a reduced density matrix using a single quantum circuit with \$n\$ copies of the quantum state. Specifically, this approach leverages the controlled SWAP test and establishes explicit formulas connecting measurement probabilities to these traces. Further, two algorithms are developed: a purely quantum method and a hybrid quantum-classical approach combining Newton–Girard iteration. Rigorous analysis via Hoeffding inequality demonstrates the method's efficiency, requiring only \$M=O\left(\frac{1}{\epsilon ^2}\log (\frac{n}{\delta })\right)\$ measurements to achieve precision \$\epsilon\$ with confidence \$1-\delta\$. Additionally, various applications are explored including the estimation of nonlinear functions and the representation of entanglement measures. Numerical simulations are conducted for two maximally entangled states, the GHZ state and the W state, to validate the proposed method.",[N],N/A
Advanced Encryption Techniques in Satellite Communications With Chaotic Injection and Quantum Collapse for Enhanced Security,"Kumar, Amit Krishan and Quan, Craig and Houniola, Maximillan and Singh, Satyanand S. and Kumar, Rahul R. and Assaf, Mansour H. and Kumar, Sushil",,https://doi.org/10.1002/sat.70009,International Journal of Satellite Communications and Networking,https://onlinelibrary.wiley.com/doi/abs/10.1002/sat.70009,,"ABSTRACT Satellite communication systems are important in global information exchange in areas such as military security, weather forecasting, and telecommunications. Advanced encryption standard (AES) is widely used in satellite communication due to its robustness and efficiency. However, conventional AES implementations focus primarily on encryption and decryption, which require further improvements in attack resilience, particularly against adversaries that use machine learning–based cryptanalysis and quantum threats. This paper examines the use of AES algorithms to protect data transmission over satellite communications. It introduces novel modifications to AES, incorporating machine unlearning as a defensive mechanism against attacks, chaotic injection for enhanced key unpredictability, and a quantum-inspired approach based on wavefunction collapse to mislead attackers. Machine unlearning dynamically alters cryptographic states upon intrusion detection, preventing key recovery. Chaotic injection is explored in the S-Box and key scheduling process to introduce controlled unpredictability without compromising reversibility. Additionally, a quantum circuit representation of AES is proposed, where an adversarial attack induces a wavefunction collapse, leading to incorrect but deterministic outputs. Performance evaluation under additive white Gaussian noise (AWGN) conditions demonstrates that the proposed AES achieves an average encryption throughput of 194 Mbps with only 3.2\% additional computational overhead, whereas entropy analysis shows 7.85–7.92 bits/byte, with an improvement of 1.08\% over standard AES and expanding the effective key space by approximately 6.6 times. Comparative security testing shows a 25\% increase in resistance to differential attacks. Empirical machine learning attacks demonstrate a drop in classifier accuracy from approximately 92.3\% for the baseline AES to 55.5\% for the proposed scheme. These results confirm that the proposed modifications significantly strengthen AES while maintaining computational efficiency for real-world satellite communication scenarios.",[N],N/A
Novel Pyruvate Kinase (PK) Inhibitors: New Target to Overcome Bacterial Resistance,"El Sayed, Mardia T. and Sarhan, Alaadin E. and Ahmed, Entsar and Khattab, Reham R. and Elnaggar, Mohamed and El-Messery, Shahenda M. and Shaldam, Moataz A. and Hassan, Ghada S.",2020.0,https://doi.org/10.1002/slct.202000043,ChemistrySelect,https://onlinelibrary.wiley.com/doi/abs/10.1002/slct.202000043,,"Abstract In the present investigation, some novel nitro Mannich bases derived from Michael type addition of activated nitro olefin, β-nitrostyrene with various amines either primary or secondary including some amino sugars were designed and synthesized. The produced Mannich bases have been full characterized through different spectroscopic techniques. Antimicrobial evaluation has been performed against the Gram positive S. aureus and methicillin-resistant S. aurues (MRSA) infections. 5 of the synthesized compounds represent the best candidates in the biological screening, they have exhibited good activity with MIC values range from 100 to 250 μg/ml. The active agents have been tested for pyruvate kinase inhibition activity with \% of inhibition range from 30 to 79 \% with IC50 in a nano molar range. They also exhibited significant Pyruvate kinase inhibition in nanomolar range with IC50 of 1066, 662, 1887, 418 and 1128 ng/ml, respectively (versus 196 ng/ml for AZD7545). Molecular docking calculations for active agents were performed. A complete conformational analysis molecular modeling utilizing Gaussian 09 program (HF/DFT) was used to verify the mode of bonding through the optimized geometries as well as essential quantum parameters were calculated using frontier energies (EHOMO \& ELUMO) for the active candidates indicating the overall stability of the structure.",[N],N/A
"Synthesis, Physicochemical Studies and Powder X-Ray Diffraction Analyses for New Niclosamide Metal Complexes with Significant Bioactive Behavior","Elkamhawy, Ismael M. and Ali, Alaa E. and Elasala, Gehan S. and Sharaf, Mohamed H. and Mahrous, Yasser Sh.",2023.0,https://doi.org/10.1002/slct.202203210,ChemistrySelect,https://onlinelibrary.wiley.com/doi/abs/10.1002/slct.202203210,,"Abstract This work underlines some important features for the research on metal complexes of Niclosamide as antioxidants and antimicrobial evaluation of some of these compounds as possible therapeutic agents. Niclosamide metal complexes show a significant leap in the study of antibiotic resistance bacteria including Methicillin Resistant S.aureus (MRSA). The synthesized metal complexes of niclosamide in our current innovation are highly effective at eliminating this destructive sort of bacteria. Niclosamide metal complexes were synthesized then characterized by elemental analysis, Infra-Red, electronic spectra, magnetic susceptibility, Mass spectra and ESR spectra of Cu (II) complex to know their geometries and mode of bonding, with stoichiometry, 1 : 1 (M : L). All the Cr(III), Mn(II), Fe(III), Co(II), Ni(II), Cu(II), Zn(II), Cd(II) and Hg(II) metal ions complexes were proposed to be with distorted octahedral geometry. Powder X-Ray Diffraction technique is being utilized to further investigation of synthesized Niclosamide metal complexes. Expo2014 software was also employed to solve the structure of these novel complexes which proven the distortion of crystal structure. The TGA and DTA curves were employed to derive the kinetic thermodynamic parameters. The thermal decomposition of the complexes ended with the formation of divalent metal oxide, MO or trivalent, M2O3 as a final product except in case of Hg complex. The results of the antimicrobial activity of tested new metal complexes compounds exhibited potent antibacterial and antifungal activities in comparison to the Niclosamide ligand as reference. Quantum chemical parameters were estimated and provided noticeable values which completely matched with antimicrobial results that [Mn(NIC)(Cl2)(H2O)2] ⋅ 0.4H2O has higher biological activity than ligand and other novel complexes. low concentration value of MIC results by 125 μg/ml for both niclosamide (NIC) complexes [Ni(NIC)(Cl2)(H2O)2] and [Cu(NIC)(Cl2)(H2O)2] ⋅ 2.5H2O with Methicillin Resistant S.aureus (MRSA) genus maybe a valuable data used to produce novel therapeutic agent. Depending on their structure and on the source of the oxidative stress, metal complexes of Niclosamide might act as antioxidants or pro-oxidants.",[N],N/A
"Naphthalene-1,2-dione and indoline-2,3-dione as Convenient Ligands to Prepare Mixed Ligand Complexes of Mn, Cu And Cd: Synthesis, Spectroscopic Characterization, DFT Study and Antibacterial Activity","Zayed, Ehab M. and Abd ElSallam, Hayam A. and Fathala, Maha I. and Sroor, Farid M.",2023.0,https://doi.org/10.1002/slct.202300145,ChemistrySelect,https://onlinelibrary.wiley.com/doi/abs/10.1002/slct.202300145,,"Abstract Mixed ligand (L1L2) (where L1=naphthalene-1,2-dione and L2=indoline-2,3-dione) and its Mn(II), Cu(II) and Cd(II) complexes (3 a, 3 b, and 3 c, respectively) were prepared and described using analytical analysis, FT-IR, UV–Vis, magnetic measurements, XRD-diffraction and molar conductivity. Moreover, the structural properties of the mixed ligand complexes were investigated using mass spectrometry and elemental analysis. These complexes are expected to have octahedral molecular geometry depending on the electronic spectra and magnetic susceptibility tests. The two mixed ligands (L1L2) are bivalent ligands with two oxygen atoms. As an example, the quantum chemical properties, bond lengths, and bond angles were discussed for the Cu(II) complex. The Gaussian09 program was used to optimize the structural formula for the investigated ligand. The energy gaps and other essential theoretical properties were calculated using the DFT/B3LYP approach. The prepared mixed ligand complexes 3 a, 3 b, and 3 c were evaluated for their antibacterial properties. These complexes were tested against both Gram-positive bacteria (Bacillus subtilis and Staphylococcus aureus) and Gram-negative bacteria (Escherichia coli and Pseudomonas aeruginosa) using the agar diffusion method. The organic ligands were observed to be less biologically active than the targeted complexes as antimicrobial agents. According to molecular docking, the title compounds have a positive interaction with the crystal structures of Escherichia coli (3HUM), Staphylococcus aureus (5 M18), Bacillus subtilis (5ZW4), and Pseudomonas aeruginosa (4WEL).",[N],N/A
"Molecular Dynamics and DFT Structural, Spectroscopic, Electronic, and Biochemical Characterization of 2-(1-Methyl-2-Oxoindolin-3-Ylidene) Malononitrile Using Noncovalent Interaction Analysis","Arman, Md and Javed, Mohd and Sidrat and Danish, Md Saiful and Alima, Sheikh and Haider, Md and Nadeem, Mohd and Javed, Sadiq and Khan, Maaz and Haq, Nazrul and Siddiqui, Nazia and Javed, Saleem and Divya, P.",2025.0,https://doi.org/10.1002/slct.202405338,ChemistrySelect,https://onlinelibrary.wiley.com/doi/abs/10.1002/slct.202405338,,"Abstract DFT method was used for quantum computational investigations such as structure optimization IR spectrum, Raman and UV–vis spectroscopy. The gas phase was employed for molecular geometry optimization and wavenumber calculations, whereas the TD-DFT calculation was performed in gas, methanol, and DMSO. PED was evaluated using VEDA software. Hirshfeld surface analysis was undertaken to explore interaction between molecules on the crystal surface, confirming considerable contribution from O…H (10.6\%), C…H/H…C (13.4\%), C…C (16.2\%), H…H (15.9\%), and N…H / H…N (38.4). MEP maps, Chemical reactivity, and surface area assessment were also investigated. The ELF was utilized to show electron delocalization inside the molecule. Topological investigation assessment of Mullikan distribution of charge was also accomplished. We utilized NBO analysis to evaluate charge transfer between molecules. The impact of temperature on thermodynamic parameters such as entropy, enthalpy, and Gibbs free energy was investigated. Theoretical bioactivity of the compound was tested using the electrophilicity index. Binding interactions between the ligand and the proteins 8FH8, 8FH7, 8FH5, 4JIR, and 4JIH were explored using molecular docking techniques. The molecular characteristics were identified based on its drug-like properties. To investigate biomolecular stability, we employed a molecular dynamics simulation (MDS).",[N],N/A
Quantum software testing: State of the art,"García de la Barrera, Antonio and García-Rodríguez de Guzmán, Ignacio and Polo, Macario and Piattini, Mario",2023.0,https://doi.org/10.1002/smr.2419,Journal of Software: Evolution and Process,https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.2419,Wiley,"Abstract Quantum computing is expected to exponentially outperform classic computing on a broad set of problems, including encryption, machine learning, and simulations. It has an impact yet to explore on all software lifecycle's processes and techniques. Testing quantum software raises a significant number of challenges due to the unique properties of quantum physics—such as superposition and entanglementand the stochastic behavior of quantum systems. It is, therefore, an open research issue. In this work, we offer a systematic mapping study of quantum software testing engineering, presenting a comprehensive view of the current state of the art. The main identified trends in testing techniques are (1) the statistic approaches based on repeated measurements and (2) the use of Hoare-like logics to reason about software correctness. Another relevant line of research is reversible circuit testing, which is partially applicable to quantum software unitary testing. Finally, we have observed a flourishing of secondary studies and frameworks supporting testing processes from 2018 onwards.",[Y],[N]
Increase the Long-Wavelength Absorption for Carbon-Electrode Based Hole-Conductor-Free Perovskite Solar Cells by Thicker Perovskite Films,"Yu, Xiaohan and Guo, De'en and Ma, Jiao and Lin, Siyuan and Xiao, Yuhuan and Kong, Deming and Zhou, Conghua",2025.0,https://doi.org/10.1002/smtd.202401645,Small Methods,https://onlinelibrary.wiley.com/doi/abs/10.1002/smtd.202401645,,"Abstract Weak reflectivity of carbon-electrode (CE) limits light harvesting of perovskite solar cells that are based on CEs (CPSCs), especially for long-wavelength region. To solve this problem, herein the crystallization of perovskite (PVSK) is regulated by tuning the concentration of PbI2 precursor during the two-step growth method. As concentration increases from 1.0 to 1.7 mol L−1, film thickness of PVSK rises from ≈360 to ≈850 nm, and the average grain/crystallite size of PVSK enlarges from 0.70 to 1.14 µm, and from 54.2 to 67.5 nm, respectively. Due to the upgraded crystallization, Urbach energy drops from 98 to 41 meV, lifetime of charge carriers increases obviously, meanwhile the light harvesting of PVSK is improved during the long-wavelength regions (600–810 nm). External quantum efficiency test on the CPSCs shows that the integrated short circuit current density (JSC) increases by 15.6\% during the long-wavelength region. Accordingly, JSC improves from 20.27 (±0.36) to 22.58 (±0.27) mA cm−2. Besides, leakage is retarded, and open-circuit voltage is improved. These merits help elevate the power conversion efficiency from 15.37 (±0.42) to 16.37 (±0.68) \% (optimized at 17.69\%). Prolonging spin-time of PbI2 further improves PVSK crystallization and light harvest, which optimizes device efficiency to 19.17\%.",[N],N/A
Dual-Function Light-Trapping: Selective Plating Mask of SiOx/SiNx Stacks for Silicon Heterojunction Solar Cells,"Yu, Jian and Zhang, Liping and Chen, Tao and Bian, Jiantao and Shi, Jianhua and Meng, Fanying and Huang, Yuelong and Liu, Zhengxin",2019.0,https://doi.org/10.1002/solr.201800261,Solar RRL,https://onlinelibrary.wiley.com/doi/abs/10.1002/solr.201800261,,"Reducing the production cost of highly efficient silicon heterojunction (SHJ) solar cells is essential for their large-scale commercialization. Replacing screen printed silver contacts with plated copper is an effective way. However, one needs to deal with the process compatibility without sacrificing the cell performance. In this work, a layer stack of silicon oxide and silicon nitride (SiOx/SiNx) is proposed, serving dual functions of light-trapping and selective copper plating mask. The SiOx/SiNx stack is prepared by plasma enhanced chemical vapor deposition (PECVD) on a tungsten doped indium oxide (IWO) layer. Optimized SiOx/SiNx/IWO stacks in SHJ solar cells with silver contacts result in excellent anti-reflection properties and improved external quantum efficiency. A short circuit current density gain of 1.16 mA cm−2 is achieved without the loss in fill factor. This SiOx/SiNx stack is tested as in-situ deposited selective plating mask for a front-side copper plating process. An in-house made light induced plating tool is utilized. A screen printed silver finger is applied as a seed layer for copper plating. The bulk resistivity of Cu/Ag finger reduces to 4.1 E-6 Ω · cm, which is lower than that of low temperature silver paste (around 6 E-6 Ω · cm) before copper is plated on it. The dual functions of SiOx/SiNx stack and the process are proven, indicating a good potential for further improving photoelectric properties of SHJ solar cells after well optimization.",[N],N/A
Silver Alloying in Highly Efficient CuGaSe2 Solar Cells with Different Buffer Layers,"Keller, Jan and Stolt, Lars and Törndahl, Tobias and Edoff, Marika",2023.0,https://doi.org/10.1002/solr.202300208,Solar RRL,https://onlinelibrary.wiley.com/doi/abs/10.1002/solr.202300208,,"This study evaluates the effect of silver alloying, stoichiometry, and deposition temperature of wide-gap (Ag,Cu)GaSe2 (ACGS) absorber films for solar cell applications. Devices using a standard CdS buffer exhibit a strong anticorrelation between the open-circuit voltage (VOC) and short-circuit current density (JSC), with VOC decreasing and JSC increasing toward stoichiometric absorber composition. Increasing the ACGS deposition temperature leads to larger grains and improved JSC, while VOC is not affected. By adding more silver to the absorber (maximum tested [Ag]/([Ag]+[Cu]) [AAC] = 0.4), the widening of the space charge region (SCR) significantly enhances carrier collection. Experimental quantum efficiency spectra can be accurately simulated when assuming a very low diffusion length and perfect collection in the SCR. The highest efficiency of 8.3\% (without antireflection coating [ARC]) is reached for an absorber with AAC = 0.4 grown at 600 °C. Replacing CdS by a (Zn,Sn)O buffer with lower electron affinity strongly mitigates interface recombination. Moreover, the VOC–JSC anticorrelation is not evident anymore and the highest efficiency of 11.2\% (11.6\% w/ARC, VOC = 985 mV, JSC = 18.6 mA cm−2, fill factor = 61.0\%) is reached for a close-stoichiometric ACGS solar cell with AAC = 0.4 processed at 650 °C.",[N],N/A
PAS: A new powerful and simple quantum computing simulator,"Bian, Haodong and Huang, Jianqiang and Tang, Jiahao and Dong, Runting and Wu, Li and Wang, Xiaoying",2023.0,https://doi.org/10.1002/spe.3049,Software: Practice and Experience,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3049,,"Abstract In recent years, many researchers have been using CPU for quantum computing simulation. However, in reality, the simulation efficiency of the large-scale simulator is low on a single node. Therefore, striving to improve the simulator efficiency on a single node has become a serious challenge that many researchers need to solve. After many experiments, we found that much computational redundancy and frequent memory access are important factors that hinder the efficient operation of the CPU. This paper proposes a new powerful and simple quantum computing simulator: PAS (power and simple). Compared with existing simulators, PAS introduces four novel optimization methods: efficient hybrid vectorization, fast bitwise operation, memory access filtering, and quantum tracking. In the experiment, we tested the QFT (quantum Fourier transform) and RQC (random quantum circuits) of 21 to 30 qubits and selected the state-of-the-art simulator QuEST (quantum exact simulation toolkit) as the benchmark. After experiments, we have concluded that PAS compared with QuEST can achieve a mean speedup of (QFT), (RQC) (up to , ) on the Intel Xeon E5-2670 v3 CPU.",[N],N/A
An initial step toward a quantum annealing approach to the discrete logarithm problem,"Mahasinghe, Anuradha and Jayasinghe, Youvin",2022.0,https://doi.org/10.1002/spy2.234,SECURITY AND PRIVACY,https://onlinelibrary.wiley.com/doi/abs/10.1002/spy2.234,,"Abstract The discrete logarithm problem over a multiplicative group of integer modulo n is the key ingredient in the ElGamal encryption system. This problem has been proven to be tractable in polynomial time on a quantum computer by Shor's algorithm. This algorithm makes use of basic quantum gates, circuits, measurements and it has been experimented in the circuit-gate framework of quantum computing. On the other hand, the adiabatic framework of quantum computing with the quantum annealers such as the D-Wave machine that simulates the adiabatic process has become very popular, showing its potential for making a practical pathway to achieve quantum speedup. Furthermore, much progress has been reported recently on the tractability of the integer factoring problem, which is the other widely-used encryption method, on quantum annealers. In this context, it is important to explore the tractability of the discrete logarithm problem too using quantum annealers. In this work we present a first step made in this direction, by converting the discrete logarithm problem over a multiplicative group into the problem of minimizing a binary quadratic form, a standard problem format acceptable to a quantum annealer. Our formulation was tested for small-scale problem instances using the quantum-classical hybrid platform PyQUBO and we discuss the computational challenges and propose several potential improvements to the formulation.",[N],N/A
A model-based systems engineering framework for quantum dot solar cells development,"Karimaghaei, Mina and Cloutier, Robert and Khan, Aurangzeb and Richardson, Joseph D. and Phan, Anh-Vu",2023.0,https://doi.org/10.1002/sys.21655,Systems Engineering,https://onlinelibrary.wiley.com/doi/abs/10.1002/sys.21655,,"Abstract Currently, a wide range of newly designed devices are based on high-end quantum technologies. To successfully design a quantum system, it is necessary to appropriately address the increasing complexity which exists in the development procedure of the system. A suitable approach to deal with this problem is to employ systems engineering models and integrate them with domain engineering tools. The model-based systems engineering (MBSE) methodology is commonly used to analyze, design, manufacture, and test various complex systems. In this paper, the MBSE approach is chosen for the development of quantum dot solar cells as a typical quantum system and to deal with the complexity existing in this procedure. The analysis, manufacturing, and verification, validation, and testing (VV\&T) for this system are described using SysML in Cameo Systems Modeler software to represent the role of models in this regard. Then a detailed design is performed in MATLAB and integrated with SysML to identify how changing various parameters during the system development process affects the overall system performance. This technique facilitates the communication between different engineering teams and helps to manage the complexity in the entire system lifecycle.",[N],N/A
Explicitly correlated local coupled-cluster methods using pair natural orbitals,"Ma, Qianli and Werner, Hans-Joachim",2018.0,https://doi.org/10.1002/wcms.1371,WIREs Computational Molecular Science,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcms.1371,,"Recently developed explicitly correlated local coupled-cluster methods [PNO-LCCSD(T)-F12] are reviewed. Extensive benchmarks for reaction energies and intermolecular interaction energies are presented, in which the convergence of the results with respect to all local approximations is studied. The explicit correlation treatment (F12) is shown to be essential to minimize basis set incompleteness errors, as well as errors caused by domain approximations. Generally, the errors of relative energies due to local approximations can be reduced to below 1 kcal/mol. The methods are well parallelized, and using small computer clusters with 100–200 computing cores, calculations for systems with 100–200 atoms using augmented triple-ζ basis sets can be carried out within a few hours of elapsed time. Recommendations are made on how such calculations should be carried out, how the accuracy can be tested, and which computational resources are required. This article is categorized under: Electronic Structure Theory> Ab Initio Electronic Structure Methods Software> Quantum Chemistry",[N],N/A
Theoretical study of excitation energy transfer and nonlinear spectroscopy of photosynthetic light-harvesting complexes using the nonperturbative reduced dynamics method,"Yan, Yaming and Liu, Yanying and Xing, Tao and Shi, Qiang",2021.0,https://doi.org/10.1002/wcms.1498,WIREs Computational Molecular Science,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcms.1498,,"Abstract The highly efficient excitation energy transfer (EET) processes in photosynthetic light-harvesting complexes have attracted much recent research interests. Experimentally, spectroscopic studies have provided important information on the energetics and EET dynamics. Theoretically, due to the large number of degrees of freedom and the complex interaction between the pigments and the protein environment, it is impossible to simulate the whole system quantum mechanically. Effective Hamiltonian models are often used, in which the most important degrees of freedom are treated explicitly and all the other degrees of freedom are treated as a thermal bath. However, even with such simplifications, solving the real-time quantum dynamics could still be a difficult task. A particular challenging case in simulating the EET dynamics and related spectroscopic phenomena lies in the so-called intermediate coupling regime, where the intermolecular electronic couplings and the electronic–vibrational couplings are of similar strength. In this article, we review theoretical studies of linear and nonlinear spectroscopic signals of photosynthetic light-harvesting complexes, using the nonperturbative hierarchical equations of motion (HEOM) approach. Simulations were performed for the EET dynamics, various types of linear spectra, two-dimensional electronic spectra, and pump–probe spectra. Benchmark tests of several approximate methods related to the HEOM approach were also discussed. The results show that the nonperturbative HEOM approach is an effective method in simulating the EET dynamics and spectroscopic signals of photosynthetic light-harvesting complexes. Important insights into EET pathways, quantum effects including quantum delocalization, and quantum coherence in photosynthetic light-harvesting complexes were also obtained through such simulations. This article is categorized under: Theoretical and Physical Chemistry > Reaction Dynamics and Kinetics Theoretical and Physical Chemistry > Spectroscopy Software > Simulation Methods",[N],N/A
